,SYMBOL,NAME OF COMPANY,macro,sector,industry,basicIndustry
247,BBTC,Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
248,BBTCL,B&B Triplewall Containers Limited,Industrials,Capital Goods,Industrial Products,Packaging
249,BCLIND,Bcl Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
250,BCONCEPTS,Brand Concepts Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
251,BDL,Bharat Dynamics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
252,BEARDSELL,Beardsell Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products
253,BECTORFOOD,Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
254,BEDMUTHA,Bedmutha Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
255,BEL,Bharat Electronics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
256,BEML,BEML Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles
257,BEPL,Bhansali Engineering Polymers Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
258,BERGEPAINT,Berger Paints (I) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
259,BESTAGRO,Best Agrolife Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
260,BFINVEST,BF Investment Limited,Financial Services,Financial Services,Finance,Holding Company
261,BFUTILITIE,BF Utilities Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity
262,BGRENERGY,BGR Energy Systems Limited,Industrials,Construction,Construction,Civil Construction
263,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
264,BHAGERIA,Bhageria Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
265,BHAGYANGR,Bhagyanagar India Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Copper
266,BHANDARI,Bhandari Hosiery Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
267,BHARATFORG,Bharat Forge Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
268,BHARATGEAR,Bharat Gears Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
269,BHARATRAS,Bharat Rasayan Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
270,BHARATWIRE,Bharat Wire Ropes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
271,BHARTIARTL,Bharti Airtel Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
272,BHARTIHEXA,Bharti Hexacom Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
273,BHEL,Bharat Heavy Electricals Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
274,BIGBLOC,Bigbloc Construction Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
275,BIKAJI,Bikaji Foods International Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
276,BIL,Bhartiya International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
277,BINANIIND,Binani Industries Limited,Financial Services,Financial Services,Finance,Holding Company
278,BIOCON,Biocon Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
279,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
280,BIRLACABLE,Birla Cable Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
281,BIRLACORPN,Birla Corporation Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
282,BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
283,BLACKBUCK,Zinka Logistics Solutions Limited,Services,Services,Transport Services,Transport Related Services
284,BLAL,BEML Land Assets Limited,Financial Services,Financial Services,Finance,Investment Company
285,BLBLIMITED,BLB Limited,Financial Services,Financial Services,Finance,Investment Company
286,BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
287,BLKASHYAP,B. L. Kashyap and Sons Limited,Industrials,Construction,Construction,Civil Construction
288,BLS,BLS International Services Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services
289,BLSE,BLS E-Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
290,BLUECHIP,Blue Chip India Limited,Financial Services,Financial Services,Finance,Investment Company
291,BLUECOAST,Blue Coast Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
292,BLUEDART,Blue Dart Express Limited,Services,Services,Transport Services,Logistics Solution Provider
293,BLUEJET,Blue Jet Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
294,BLUESTARCO,Blue Star Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
295,BODALCHEM,Bodal Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
296,BOMDYEING,Bombay Dyeing & Mfg Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
297,BOROLTD,Borosil Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
298,BORORENEW,BOROSIL RENEWABLES LIMITED,Industrials,Capital Goods,Industrial Products,Glass - Industrial
299,BOROSCI,Borosil Scientific Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial
300,BOSCHLTD,Bosch Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
301,BPCL,Bharat Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing
302,BPL,BPL Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
303,BRIGADE,Brigade Enterprises Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
304,BRITANNIA,Britannia Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
305,BRNL,Bharat Road Network Limited,Industrials,Construction,Construction,Civil Construction
306,BROOKS,Brooks Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
307,BSE,BSE Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
308,BSHSL,Bombay Super Hybrid Seeds Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
309,BSL,BSL Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
310,BSOFT,BIRLASOFT LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
311,BTML,Bodhi Tree Multimedia Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment
312,BURNPUR,Burnpur Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
313,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
314,BVCL,Barak Valley Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
315,BYKE,The Byke Hospitality Ltd,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
316,CALSOFT,California Software Company Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
317,CALSOFT-RE,California Soft Ltd-RE,,,,
318,CAMLINFINE,Camlin Fine Sciences Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
319,CAMPUS,Campus Activewear Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
320,CAMS,Computer Age Management Services Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries
321,CANBK,Canara Bank,Financial Services,Financial Services,Banks,Public Sector Bank
322,CANFINHOME,Can Fin Homes Limited,Financial Services,Financial Services,Finance,Housing Finance Company
323,CANTABIL,Cantabil Retail India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
324,CAPACITE,Capacit'e Infraprojects Limited,Industrials,Construction,Construction,Civil Construction
325,CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank
326,CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
327,CAPTRUST,Capital Trust Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
328,CARBORUNIV,Carborundum Universal Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
329,CAREERP,Career Point Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
330,CARERATING,CARE Ratings Limited,Financial Services,Financial Services,Capital Markets,Ratings
331,CARRARO,Carraro India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
332,CARTRADE,Cartrade Tech Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
333,CARYSIL,CARYSIL LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
334,CASTROLIND,Castrol India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
335,CCCL,Consolidated Construction Consortium Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
336,CCHHL,Country Club Hospitality & Holidays Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
337,CCL,CCL Products (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
338,CDSL,Central Depository Services (India) Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries
339,CEATLTD,CEAT Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
340,CEIGALL,Ceigall India Limited,Industrials,Construction,Construction,Civil Construction
341,CELEBRITY,Celebrity Fashions Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
342,CELLO,Cello World Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
343,CENTENKA,Century Enka Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
344,CENTEXT,Century Extrusions Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
345,CENTRALBK,Central Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank
346,CENTRUM,Centrum Capital Limited,Financial Services,Financial Services,Finance,Other Financial Services
347,CENTUM,Centum Electronics Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
348,CENTURYPLY,Century Plyboards (India) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
349,CERA,Cera Sanitaryware Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
350,CEREBRAINT,Cerebra Integrated Technologies Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
351,CESC,CESC Limited,Utilities,Power,Power,Integrated Power Utilities
352,CEWATER,Concord Enviro Systems Limited,Utilities,Utilities,Other Utilities,Waste Management
353,CGCL,Capri Global Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
354,CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
355,CHALET,Chalet Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
356,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
357,CHEMBOND,Chembond Chemicals Ltd,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
358,CHEMCON,Chemcon Speciality Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
359,CHEMFAB,Chemfab Alkalis Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
360,CHEMPLASTS,Chemplast Sanmar Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
361,CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing
362,CHEVIOT,Cheviot Company Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products
363,CHOICEIN,Choice International Limited,Financial Services,Financial Services,Finance,Holding Company
364,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
365,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,Financial Services,Finance,Investment Company
366,CIEINDIA,CIE Automotive India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
367,CIGNITITEC,Cigniti Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
368,CINELINE,Cineline India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
369,CINEVISTA,Cinevista Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
370,CIPLA,Cipla Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
371,CLEAN,Clean Science and Technology Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
372,CLEDUCATE,CL Educate Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
373,CLSEL,Chaman Lal Setia Exports Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
374,CMSINFO,CMS Info Systems Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
375,COALINDIA,Coal India Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal
376,COASTCORP,Coastal Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
377,COCHINSHIP,Cochin Shipyard Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
378,COFORGE,Coforge Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
379,COLPAL,Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
380,COMPUSOFT,Compucom Software Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
381,COMSYN,Commercial Syn Bags Limited,Industrials,Capital Goods,Industrial Products,Packaging
382,CONCOR,Container Corporation of India Limited,Services,Services,Transport Services,Logistics Solution Provider
383,CONCORDBIO,Concord Biotech Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
384,CONFIPET,Confidence Petroleum India Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
385,CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial Services,Financial Services,Finance,Investment Company
386,CONTROLPR,Control Print Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
387,CORALFINAC,Coral India Finance & Housing Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
388,CORDSCABLE,Cords Cable Industries Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals
389,COROMANDEL,Coromandel International Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
390,COSMOFIRST,COSMO FIRST LIMITED,Industrials,Capital Goods,Industrial Products,Packaging
391,COUNCODOS,Country Condo's Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
392,CRAFTSMAN,Craftsman Automation Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
393,CREATIVE,Creative Newtech Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
394,CREATIVEYE,Creative Eye Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
395,CREDITACC,CREDITACCESS GRAMEEN LIMITED,Financial Services,Financial Services,Finance,Microfinance Institutions
396,CREST,Crest Ventures Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
